date ,start_time,stop_time,frag_ID,sample_ID,FileID_csv,light_dark,run_block,blank ,chamber_channel,temp_c_level,temp_c_value,notes
8/2/2025,6:11,6:31,H02,H02_TPC,H02_TPC_O2.csv,LIGHT,RUN2,0,12,1,24.5,
8/2/2025,6:33,6:53,G02,G02_TPC,G02_TPC_O2.csv,DARK,RUN2,0,1,1,24.5,
8/2/2025,6:33,6:53,E02,E02_TPC,E02_TPC_O2.csv,DARK,RUN2,0,2,1,24.5,
8/2/2025,6:33,6:53,F04,F04_TPC,F04_TPC_O2.csv,DARK,RUN2,0,3,1,24.5,
8/2/2025,6:33,6:53,D02,D02_TPC,D02_TPC_O2.csv,DARK,RUN2,0,4,1,24.5,
8/2/2025,6:33,6:53,A02,A02_TPC,A02_TPC_O2.csv,DARK,RUN2,0,5,1,24.5,
8/2/2025,6:33,6:53,I02,I02_TPC,I02_TPC_O2.csv,DARK,RUN2,0,6,1,24.5,
8/2/2025,6:33,6:53,BLANK2_Run2,BLANK2_Run2_TPC,BLANK2_Run2_TPC_O2.csv,DARK,RUN2,1,7,1,24.5,
8/2/2025,6:33,6:53,C02,C02_TPC,C02_TPC_O2.csv,DARK,RUN2,0,8,1,24.5,
8/2/2025,6:33,6:53,J02,J02_TPC,J02_TPC_O2.csv,DARK,RUN2,0,9,1,24.5,
8/2/2025,6:33,6:53,B02,B02_TPC,B02_TPC_O2.csv,DARK,RUN2,0,10,1,24.5,
8/2/2025,6:33,6:53,BLANK1_Run2,BLANK1_Run2_TPC,BLANK1_Run2_TPC_O2.csv,DARK,RUN2,1,11,1,24.5,
8/2/2025,6:33,6:53,H02,H02_TPC,H02_TPC_O2.csv,DARK,RUN2,0,12,1,24.5,
8/2/2025,7:17,7:38,G02,G02_TPC,G02_TPC_O2.csv,LIGHT,RUN2,0,1,2,26,
8/2/2025,7:17,7:38,E02,E02_TPC,E02_TPC_O2.csv,LIGHT,RUN2,0,2,2,26,
8/2/2025,7:17,7:38,F04,F04_TPC,F04_TPC_O2.csv,LIGHT,RUN2,0,3,2,26,
8/2/2025,7:17,7:38,D02,D02_TPC,D02_TPC_O2.csv,LIGHT,RUN2,0,4,2,26,
8/2/2025,7:17,7:38,A02,A02_TPC,A02_TPC_O2.csv,LIGHT,RUN2,0,5,2,26,
8/2/2025,7:17,7:38,I02,I02_TPC,I02_TPC_O2.csv,LIGHT,RUN2,0,6,2,26,
8/2/2025,7:17,7:38,BLANK2_Run2,BLANK2_Run2_TPC,BLANK2_Run2_TPC_O2.csv,LIGHT,RUN2,1,7,2,26,
8/2/2025,7:17,7:38,C02,C02_TPC,C02_TPC_O2.csv,LIGHT,RUN2,0,8,2,26,
8/2/2025,7:17,7:38,J02,J02_TPC,J02_TPC_O2.csv,LIGHT,RUN2,0,9,2,26,
8/2/2025,7:17,7:38,B02,B02_TPC,B02_TPC_O2.csv,LIGHT,RUN2,0,10,2,26,
8/2/2025,7:17,7:38,BLANK1_Run2,BLANK1_Run2_TPC,BLANK1_Run2_TPC_O2.csv,LIGHT,RUN2,1,11,2,26,
8/2/2025,7:17,7:38,H02,H02_TPC,H02_TPC_O2.csv,LIGHT,RUN2,0,12,2,26,
8/2/2025,7:39,8:00,G02,G02_TPC,G02_TPC_O2.csv,DARK,RUN2,0,1,2,26,
8/2/2025,7:39,8:00,E02,E02_TPC,E02_TPC_O2.csv,DARK,RUN2,0,2,2,26,
8/2/2025,7:39,8:00,F04,F04_TPC,F04_TPC_O2.csv,DARK,RUN2,0,3,2,26,
8/2/2025,7:39,8:00,D02,D02_TPC,D02_TPC_O2.csv,DARK,RUN2,0,4,2,26,
8/2/2025,7:39,8:00,A02,A02_TPC,A02_TPC_O2.csv,DARK,RUN2,0,5,2,26,
8/2/2025,7:39,8:00,I02,I02_TPC,I02_TPC_O2.csv,DARK,RUN2,0,6,2,26,
8/2/2025,7:39,8:00,BLANK2_Run2,BLANK2_Run2_TPC,BLANK2_Run2_TPC_O2.csv,DARK,RUN2,1,7,2,26,
8/2/2025,7:39,8:00,C02,C02_TPC,C02_TPC_O2.csv,DARK,RUN2,0,8,2,26,
8/2/2025,7:39,8:00,J02,J02_TPC,J02_TPC_O2.csv,DARK,RUN2,0,9,2,26,
8/2/2025,7:39,8:00,B02,B02_TPC,B02_TPC_O2.csv,DARK,RUN2,0,10,2,26,
8/2/2025,7:39,8:00,BLANK1_Run2,BLANK1_Run2_TPC,BLANK1_Run2_TPC_O2.csv,DARK,RUN2,1,11,2,26,
8/2/2025,7:39,8:00,H02,H02_TPC,H02_TPC_O2.csv,DARK,RUN2,0,12,2,26,
8/2/2025,8:21,8:41,G02,G02_TPC,G02_TPC_O2.csv,LIGHT,RUN2,0,1,3,27,
8/2/2025,8:21,8:41,E02,E02_TPC,E02_TPC_O2.csv,LIGHT,RUN2,0,2,3,27,
8/2/2025,8:21,8:41,F04,F04_TPC,F04_TPC_O2.csv,LIGHT,RUN2,0,3,3,27,
8/2/2025,8:21,8:41,D02,D02_TPC,D02_TPC_O2.csv,LIGHT,RUN2,0,4,3,27,
8/2/2025,8:21,8:41,A02,A02_TPC,A02_TPC_O2.csv,LIGHT,RUN2,0,5,3,27,
8/2/2025,8:21,8:41,I02,I02_TPC,I02_TPC_O2.csv,LIGHT,RUN2,0,6,3,27,
8/2/2025,8:21,8:41,BLANK2_Run2,BLANK2_Run2_TPC,BLANK2_Run2_TPC_O2.csv,LIGHT,RUN2,1,7,3,27,
8/2/2025,8:21,8:41,C02,C02_TPC,C02_TPC_O2.csv,LIGHT,RUN2,0,8,3,27,
8/2/2025,8:21,8:41,J02,J02_TPC,J02_TPC_O2.csv,LIGHT,RUN2,0,9,3,27,
8/2/2025,8:21,8:41,B02,B02_TPC,B02_TPC_O2.csv,LIGHT,RUN2,0,10,3,27,
8/2/2025,8:21,8:41,BLANK1_Run2,BLANK1_Run2_TPC,BLANK1_Run2_TPC_O2.csv,LIGHT,RUN2,1,11,3,27,
8/2/2025,8:21,8:41,H02,H02_TPC,H02_TPC_O2.csv,LIGHT,RUN2,0,12,3,27,
8/2/2025,8:43,9:03,G02,G02_TPC,G02_TPC_O2.csv,DARK,RUN2,0,1,3,27,
8/2/2025,8:43,9:03,E02,E02_TPC,E02_TPC_O2.csv,DARK,RUN2,0,2,3,27,
8/2/2025,8:43,9:03,F04,F04_TPC,F04_TPC_O2.csv,DARK,RUN2,0,3,3,27,
8/2/2025,8:43,9:03,D02,D02_TPC,D02_TPC_O2.csv,DARK,RUN2,0,4,3,27,
8/2/2025,8:43,9:03,A02,A02_TPC,A02_TPC_O2.csv,DARK,RUN2,0,5,3,27,
8/2/2025,8:43,9:03,I02,I02_TPC,I02_TPC_O2.csv,DARK,RUN2,0,6,3,27,
8/2/2025,8:43,9:03,BLANK2_Run2,BLANK2_Run2_TPC,BLANK2_Run2_TPC_O2.csv,DARK,RUN2,1,7,3,27,
8/2/2025,8:43,9:03,C02,C02_TPC,C02_TPC_O2.csv,DARK,RUN2,0,8,3,27,
8/2/2025,8:43,9:03,J02,J02_TPC,J02_TPC_O2.csv,DARK,RUN2,0,9,3,27,
8/2/2025,8:43,9:03,B02,B02_TPC,B02_TPC_O2.csv,DARK,RUN2,0,10,3,27,
8/2/2025,8:43,9:03,BLANK1_Run2,BLANK1_Run2_TPC,BLANK1_Run2_TPC_O2.csv,DARK,RUN2,1,11,3,27,
8/2/2025,8:43,9:03,H02,H02_TPC,H02_TPC_O2.csv,DARK,RUN2,0,12,3,27,
8/2/2025,9:27,9:47,G02,G02_TPC,G02_TPC_O2.csv,LIGHT,RUN2,0,1,4,28,
8/2/2025,9:27,9:47,E02,E02_TPC,E02_TPC_O2.csv,LIGHT,RUN2,0,2,4,28,
8/2/2025,9:27,9:47,F04,F04_TPC,F04_TPC_O2.csv,LIGHT,RUN2,0,3,4,28,
8/2/2025,9:27,9:47,D02,D02_TPC,D02_TPC_O2.csv,LIGHT,RUN2,0,4,4,28,
8/2/2025,9:27,9:47,A02,A02_TPC,A02_TPC_O2.csv,LIGHT,RUN2,0,5,4,28,
8/2/2025,9:27,9:47,I02,I02_TPC,I02_TPC_O2.csv,LIGHT,RUN2,0,6,4,28,
8/2/2025,9:27,9:47,BLANK2_Run2,BLANK2_Run2_TPC,BLANK2_Run2_TPC_O2.csv,LIGHT,RUN2,1,7,4,28,
8/2/2025,9:27,9:47,C02,C02_TPC,C02_TPC_O2.csv,LIGHT,RUN2,0,8,4,28,
8/2/2025,9:27,9:47,J02,J02_TPC,J02_TPC_O2.csv,LIGHT,RUN2,0,9,4,28,
8/2/2025,9:27,9:47,B02,B02_TPC,B02_TPC_O2.csv,LIGHT,RUN2,0,10,4,28,
8/2/2025,9:27,9:47,BLANK1_Run2,BLANK1_Run2_TPC,BLANK1_Run2_TPC_O2.csv,LIGHT,RUN2,1,11,4,28,
8/2/2025,9:27,9:47,H02,H02_TPC,H02_TPC_O2.csv,LIGHT,RUN2,0,12,4,28,
8/2/2025,9:49,10:08,G02,G02_TPC,G02_TPC_O2.csv,DARK,RUN2,0,1,4,28,
8/2/2025,9:49,10:08,E02,E02_TPC,E02_TPC_O2.csv,DARK,RUN2,0,2,4,28,
8/2/2025,9:49,10:08,F04,F04_TPC,F04_TPC_O2.csv,DARK,RUN2,0,3,4,28,
8/2/2025,9:49,10:08,D02,D02_TPC,D02_TPC_O2.csv,DARK,RUN2,0,4,4,28,
8/2/2025,9:49,10:08,A02,A02_TPC,A02_TPC_O2.csv,DARK,RUN2,0,5,4,28,
8/2/2025,9:49,10:08,I02,I02_TPC,I02_TPC_O2.csv,DARK,RUN2,0,6,4,28,
8/2/2025,9:49,10:08,BLANK2_Run2,BLANK2_Run2_TPC,BLANK2_Run2_TPC_O2.csv,DARK,RUN2,1,7,4,28,
8/2/2025,9:49,10:08,C02,C02_TPC,C02_TPC_O2.csv,DARK,RUN2,0,8,4,28,
8/2/2025,9:49,10:08,J02,J02_TPC,J02_TPC_O2.csv,DARK,RUN2,0,9,4,28,
8/2/2025,9:49,10:08,B02,B02_TPC,B02_TPC_O2.csv,DARK,RUN2,0,10,4,28,
8/2/2025,9:49,10:08,BLANK1_Run2,BLANK1_Run2_TPC,BLANK1_Run2_TPC_O2.csv,DARK,RUN2,1,11,4,28,
8/2/2025,9:49,10:08,H02,H02_TPC,H02_TPC_O2.csv,DARK,RUN2,0,12,4,28,
8/2/2025,10:22,10:42,G02,G02_TPC,G02_TPC_O2.csv,LIGHT,RUN2,0,1,5,29,
8/2/2025,10:22,10:42,E02,E02_TPC,E02_TPC_O2.csv,LIGHT,RUN2,0,2,5,29,
8/2/2025,10:22,10:42,F04,F04_TPC,F04_TPC_O2.csv,LIGHT,RUN2,0,3,5,29,
8/2/2025,10:22,10:42,D02,D02_TPC,D02_TPC_O2.csv,LIGHT,RUN2,0,4,5,29,
8/2/2025,10:22,10:42,A02,A02_TPC,A02_TPC_O2.csv,LIGHT,RUN2,0,5,5,29,
8/2/2025,10:22,10:42,I02,I02_TPC,I02_TPC_O2.csv,LIGHT,RUN2,0,6,5,29,
8/2/2025,10:22,10:42,BLANK2_Run2,BLANK2_Run2_TPC,BLANK2_Run2_TPC_O2.csv,LIGHT,RUN2,1,7,5,29,
8/2/2025,10:22,10:42,C02,C02_TPC,C02_TPC_O2.csv,LIGHT,RUN2,0,8,5,29,
8/2/2025,10:22,10:42,J02,J02_TPC,J02_TPC_O2.csv,LIGHT,RUN2,0,9,5,29,
8/2/2025,10:22,10:42,B02,B02_TPC,B02_TPC_O2.csv,LIGHT,RUN2,0,10,5,29,
8/2/2025,10:22,10:42,BLANK1_Run2,BLANK1_Run2_TPC,BLANK1_Run2_TPC_O2.csv,LIGHT,RUN2,1,11,5,29,
8/2/2025,10:22,10:42,H02,H02_TPC,H02_TPC_O2.csv,LIGHT,RUN2,0,12,5,29,
8/2/2025,10:44,11:04,G02,G02_TPC,G02_TPC_O2.csv,DARK,RUN2,0,1,5,29,
8/2/2025,10:44,11:04,E02,E02_TPC,E02_TPC_O2.csv,DARK,RUN2,0,2,5,29,
8/2/2025,10:44,11:04,F04,F04_TPC,F04_TPC_O2.csv,DARK,RUN2,0,3,5,29,
8/2/2025,10:44,11:04,D02,D02_TPC,D02_TPC_O2.csv,DARK,RUN2,0,4,5,29,
8/2/2025,10:44,11:04,A02,A02_TPC,A02_TPC_O2.csv,DARK,RUN2,0,5,5,29,
8/2/2025,10:44,11:04,I02,I02_TPC,I02_TPC_O2.csv,DARK,RUN2,0,6,5,29,
8/2/2025,10:44,11:04,BLANK2_Run2,BLANK2_Run2_TPC,BLANK2_Run2_TPC_O2.csv,DARK,RUN2,1,7,5,29,
8/2/2025,10:44,11:04,C02,C02_TPC,C02_TPC_O2.csv,DARK,RUN2,0,8,5,29,
8/2/2025,10:44,11:04,J02,J02_TPC,J02_TPC_O2.csv,DARK,RUN2,0,9,5,29,
8/2/2025,10:44,11:04,B02,B02_TPC,B02_TPC_O2.csv,DARK,RUN2,0,10,5,29,
8/2/2025,10:44,11:04,BLANK1_Run2,BLANK1_Run2_TPC,BLANK1_Run2_TPC_O2.csv,DARK,RUN2,1,11,5,29,
8/2/2025,10:44,11:04,H02,H02_TPC,H02_TPC_O2.csv,DARK,RUN2,0,12,5,29,
8/2/2025,11:21,11:40,G02,G02_TPC,G02_TPC_O2.csv,LIGHT,RUN2,0,1,6,30,
8/2/2025,11:21,11:40,E02,E02_TPC,E02_TPC_O2.csv,LIGHT,RUN2,0,2,6,30,
8/2/2025,11:21,11:40,F04,F04_TPC,F04_TPC_O2.csv,LIGHT,RUN2,0,3,6,30,
8/2/2025,11:21,11:40,D02,D02_TPC,D02_TPC_O2.csv,LIGHT,RUN2,0,4,6,30,
8/2/2025,11:21,11:40,A02,A02_TPC,A02_TPC_O2.csv,LIGHT,RUN2,0,5,6,30,
8/2/2025,11:21,11:40,I02,I02_TPC,I02_TPC_O2.csv,LIGHT,RUN2,0,6,6,30,
8/2/2025,11:21,11:40,BLANK2_Run2,BLANK2_Run2_TPC,BLANK2_Run2_TPC_O2.csv,LIGHT,RUN2,1,7,6,30,
8/2/2025,11:21,11:40,C02,C02_TPC,C02_TPC_O2.csv,LIGHT,RUN2,0,8,6,30,
8/2/2025,11:21,11:40,J02,J02_TPC,J02_TPC_O2.csv,LIGHT,RUN2,0,9,6,30,
8/2/2025,11:21,11:40,B02,B02_TPC,B02_TPC_O2.csv,LIGHT,RUN2,0,10,6,30,
8/2/2025,11:21,11:40,BLANK1_Run2,BLANK1_Run2_TPC,BLANK1_Run2_TPC_O2.csv,LIGHT,RUN2,1,11,6,30,
8/2/2025,11:21,11:40,H02,H02_TPC,H02_TPC_O2.csv,LIGHT,RUN2,0,12,6,30,
8/2/2025,11:43,12:02,G02,G02_TPC,G02_TPC_O2.csv,DARK,RUN2,0,1,6,30,
8/2/2025,11:43,12:02,E02,E02_TPC,E02_TPC_O2.csv,DARK,RUN2,0,2,6,30,
8/2/2025,11:43,12:02,F04,F04_TPC,F04_TPC_O2.csv,DARK,RUN2,0,3,6,30,
8/2/2025,11:43,12:02,D02,D02_TPC,D02_TPC_O2.csv,DARK,RUN2,0,4,6,30,
8/2/2025,11:43,12:02,A02,A02_TPC,A02_TPC_O2.csv,DARK,RUN2,0,5,6,30,
8/2/2025,11:43,12:02,I02,I02_TPC,I02_TPC_O2.csv,DARK,RUN2,0,6,6,30,
8/2/2025,11:43,12:02,BLANK2_Run2,BLANK2_Run2_TPC,BLANK2_Run2_TPC_O2.csv,DARK,RUN2,1,7,6,30,
8/2/2025,11:43,12:02,C02,C02_TPC,C02_TPC_O2.csv,DARK,RUN2,0,8,6,30,
8/2/2025,11:43,12:02,J02,J02_TPC,J02_TPC_O2.csv,DARK,RUN2,0,9,6,30,
8/2/2025,11:43,12:02,B02,B02_TPC,B02_TPC_O2.csv,DARK,RUN2,0,10,6,30,
8/2/2025,11:43,12:02,BLANK1_Run2,BLANK1_Run2_TPC,BLANK1_Run2_TPC_O2.csv,DARK,RUN2,1,11,6,30,
8/2/2025,11:43,12:02,H02,H02_TPC,H02_TPC_O2.csv,DARK,RUN2,0,12,6,30,
8/2/2025,12:24,12:43,G02,G02_TPC,G02_TPC_O2.csv,LIGHT,RUN2,0,1,7,31,
8/2/2025,12:24,12:43,E02,E02_TPC,E02_TPC_O2.csv,LIGHT,RUN2,0,2,7,31,
8/2/2025,12:24,12:43,F04,F04_TPC,F04_TPC_O2.csv,LIGHT,RUN2,0,3,7,31,
8/2/2025,12:24,12:43,D02,D02_TPC,D02_TPC_O2.csv,LIGHT,RUN2,0,4,7,31,
8/2/2025,12:24,12:43,A02,A02_TPC,A02_TPC_O2.csv,LIGHT,RUN2,0,5,7,31,
8/2/2025,12:24,12:43,I02,I02_TPC,I02_TPC_O2.csv,LIGHT,RUN2,0,6,7,31,
8/2/2025,12:24,12:43,BLANK2_Run2,BLANK2_Run2_TPC,BLANK2_Run2_TPC_O2.csv,LIGHT,RUN2,1,7,7,31,
8/2/2025,12:24,12:43,C02,C02_TPC,C02_TPC_O2.csv,LIGHT,RUN2,0,8,7,31,
8/2/2025,12:24,12:43,J02,J02_TPC,J02_TPC_O2.csv,LIGHT,RUN2,0,9,7,31,
8/2/2025,12:24,12:43,B02,B02_TPC,B02_TPC_O2.csv,LIGHT,RUN2,0,10,7,31,
8/2/2025,12:24,12:43,BLANK1_Run2,BLANK1_Run2_TPC,BLANK1_Run2_TPC_O2.csv,LIGHT,RUN2,1,11,7,31,
8/2/2025,12:24,12:43,H02,H02_TPC,H02_TPC_O2.csv,LIGHT,RUN2,0,12,7,31,
8/2/2025,12:46,13:05,G02,G02_TPC,G02_TPC_O2.csv,DARK,RUN2,0,1,7,31,
8/2/2025,12:46,13:05,E02,E02_TPC,E02_TPC_O2.csv,DARK,RUN2,0,2,7,31,
8/2/2025,12:46,13:05,F04,F04_TPC,F04_TPC_O2.csv,DARK,RUN2,0,3,7,31,
8/2/2025,12:46,13:05,D02,D02_TPC,D02_TPC_O2.csv,DARK,RUN2,0,4,7,31,
8/2/2025,12:46,13:05,A02,A02_TPC,A02_TPC_O2.csv,DARK,RUN2,0,5,7,31,
8/2/2025,12:46,13:05,I02,I02_TPC,I02_TPC_O2.csv,DARK,RUN2,0,6,7,31,
8/2/2025,12:46,13:05,BLANK2_Run2,BLANK2_Run2_TPC,BLANK2_Run2_TPC_O2.csv,DARK,RUN2,1,7,7,31,
8/2/2025,12:46,13:05,C02,C02_TPC,C02_TPC_O2.csv,DARK,RUN2,0,8,7,31,
8/2/2025,12:46,13:05,J02,J02_TPC,J02_TPC_O2.csv,DARK,RUN2,0,9,7,31,
8/2/2025,12:46,13:05,B02,B02_TPC,B02_TPC_O2.csv,DARK,RUN2,0,10,7,31,
8/2/2025,12:46,13:05,BLANK1_Run2,BLANK1_Run2_TPC,BLANK1_Run2_TPC_O2.csv,DARK,RUN2,1,11,7,31,
8/2/2025,12:46,13:05,H02,H02_TPC,H02_TPC_O2.csv,DARK,RUN2,0,12,7,31,
8/2/2025,13:36,13:56,G02,G02_TPC,G02_TPC_O2.csv,LIGHT,RUN2,0,1,8,32,
8/2/2025,13:36,13:56,E02,E02_TPC,E02_TPC_O2.csv,LIGHT,RUN2,0,2,8,32,
8/2/2025,13:36,13:56,F04,F04_TPC,F04_TPC_O2.csv,LIGHT,RUN2,0,3,8,32,
8/2/2025,13:36,13:56,D02,D02_TPC,D02_TPC_O2.csv,LIGHT,RUN2,0,4,8,32,
8/2/2025,13:36,13:56,A02,A02_TPC,A02_TPC_O2.csv,LIGHT,RUN2,0,5,8,32,
8/2/2025,13:36,13:56,I02,I02_TPC,I02_TPC_O2.csv,LIGHT,RUN2,0,6,8,32,
8/2/2025,13:36,13:56,BLANK2_Run2,BLANK2_Run2_TPC,BLANK2_Run2_TPC_O2.csv,LIGHT,RUN2,1,7,8,32,
8/2/2025,13:36,13:56,C02,C02_TPC,C02_TPC_O2.csv,LIGHT,RUN2,0,8,8,32,
8/2/2025,13:36,13:56,J02,J02_TPC,J02_TPC_O2.csv,LIGHT,RUN2,0,9,8,32,
8/2/2025,13:36,13:56,B02,B02_TPC,B02_TPC_O2.csv,LIGHT,RUN2,0,10,8,32,
8/2/2025,13:36,13:56,BLANK1_Run2,BLANK1_Run2_TPC,BLANK1_Run2_TPC_O2.csv,LIGHT,RUN2,1,11,8,32,
8/2/2025,13:36,13:56,H02,H02_TPC,H02_TPC_O2.csv,LIGHT,RUN2,0,12,8,32,
8/2/2025,13:57,14:16,G02,G02_TPC,G02_TPC_O2.csv,DARK,RUN2,0,1,8,32,
8/2/2025,13:57,14:16,E02,E02_TPC,E02_TPC_O2.csv,DARK,RUN2,0,2,8,32,
8/2/2025,13:57,14:16,F04,F04_TPC,F04_TPC_O2.csv,DARK,RUN2,0,3,8,32,
8/2/2025,13:57,14:16,D02,D02_TPC,D02_TPC_O2.csv,DARK,RUN2,0,4,8,32,
8/2/2025,13:57,14:16,A02,A02_TPC,A02_TPC_O2.csv,DARK,RUN2,0,5,8,32,
8/2/2025,13:57,14:16,I02,I02_TPC,I02_TPC_O2.csv,DARK,RUN2,0,6,8,32,
8/2/2025,13:57,14:16,BLANK2_Run2,BLANK2_Run2_TPC,BLANK2_Run2_TPC_O2.csv,DARK,RUN2,1,7,8,32,
8/2/2025,13:57,14:16,C02,C02_TPC,C02_TPC_O2.csv,DARK,RUN2,0,8,8,32,
8/2/2025,13:57,14:16,J02,J02_TPC,J02_TPC_O2.csv,DARK,RUN2,0,9,8,32,
8/2/2025,13:57,14:16,B02,B02_TPC,B02_TPC_O2.csv,DARK,RUN2,0,10,8,32,
8/2/2025,13:57,14:16,BLANK1_Run2,BLANK1_Run2_TPC,BLANK1_Run2_TPC_O2.csv,DARK,RUN2,1,11,8,32,
8/2/2025,13:57,14:16,H02,H02_TPC,H02_TPC_O2.csv,DARK,RUN2,0,12,8,32,
8/2/2025,14:49,15:09,G02,G02_TPC,G02_TPC_O2.csv,LIGHT,RUN2,0,1,9,34,
8/2/2025,14:49,15:09,E02,E02_TPC,E02_TPC_O2.csv,LIGHT,RUN2,0,2,9,34,
8/2/2025,14:49,15:09,F04,F04_TPC,F04_TPC_O2.csv,LIGHT,RUN2,0,3,9,34,
8/2/2025,14:49,15:09,D02,D02_TPC,D02_TPC_O2.csv,LIGHT,RUN2,0,4,9,34,
8/2/2025,14:49,15:09,A02,A02_TPC,A02_TPC_O2.csv,LIGHT,RUN2,0,5,9,34,
8/2/2025,14:49,15:09,I02,I02_TPC,I02_TPC_O2.csv,LIGHT,RUN2,0,6,9,34,
8/2/2025,14:49,15:09,BLANK2_Run2,BLANK2_Run2_TPC,BLANK2_Run2_TPC_O2.csv,LIGHT,RUN2,1,7,9,34,
8/2/2025,14:49,15:09,C02,C02_TPC,C02_TPC_O2.csv,LIGHT,RUN2,0,8,9,34,
8/2/2025,14:49,15:09,J02,J02_TPC,J02_TPC_O2.csv,LIGHT,RUN2,0,9,9,34,
8/2/2025,14:49,15:09,B02,B02_TPC,B02_TPC_O2.csv,LIGHT,RUN2,0,10,9,34,
8/2/2025,14:49,15:09,BLANK1_Run2,BLANK1_Run2_TPC,BLANK1_Run2_TPC_O2.csv,LIGHT,RUN2,1,11,9,34,
8/2/2025,14:49,15:09,H02,H02_TPC,H02_TPC_O2.csv,LIGHT,RUN2,0,12,9,34,
8/2/2025,15:12,15:31,G02,G02_TPC,G02_TPC_O2.csv,DARK,RUN2,0,1,9,34,
8/2/2025,15:12,15:31,E02,E02_TPC,E02_TPC_O2.csv,DARK,RUN2,0,2,9,34,
8/2/2025,15:12,15:31,F04,F04_TPC,F04_TPC_O2.csv,DARK,RUN2,0,3,9,34,
8/2/2025,15:12,15:31,D02,D02_TPC,D02_TPC_O2.csv,DARK,RUN2,0,4,9,34,
8/2/2025,15:12,15:31,A02,A02_TPC,A02_TPC_O2.csv,DARK,RUN2,0,5,9,34,
8/2/2025,15:12,15:31,I02,I02_TPC,I02_TPC_O2.csv,DARK,RUN2,0,6,9,34,
8/2/2025,15:12,15:31,BLANK2_Run2,BLANK2_Run2_TPC,BLANK2_Run2_TPC_O2.csv,DARK,RUN2,1,7,9,34,
8/2/2025,15:12,15:31,C02,C02_TPC,C02_TPC_O2.csv,DARK,RUN2,0,8,9,34,
8/2/2025,15:12,15:31,J02,J02_TPC,J02_TPC_O2.csv,DARK,RUN2,0,9,9,34,
8/2/2025,15:12,15:31,B02,B02_TPC,B02_TPC_O2.csv,DARK,RUN2,0,10,9,34,
8/2/2025,15:12,15:31,BLANK1_Run2,BLANK1_Run2_TPC,BLANK1_Run2_TPC_O2.csv,DARK,RUN2,1,11,9,34,
8/2/2025,15:12,15:31,H02,H02_TPC,H02_TPC_O2.csv,DARK,RUN2,0,12,9,34,
8/3/2025,6:09,6:30,E03,E03_TPC,E03_TPC_O2.csv,LIGHT,RUN3,0,1,1,24.5,
8/3/2025,6:09,6:30,I03,I03_TPC,I03_TPC_O2.csv,LIGHT,RUN3,0,2,1,24.5,
8/3/2025,6:09,6:30,A03,A03_TPC,A03_TPC_O2.csv,LIGHT,RUN3,0,3,1,24.5,
8/3/2025,6:09,6:30,H04,H04_TPC,H04_TPC_O2.csv,LIGHT,RUN3,0,4,1,24.5,
8/3/2025,6:09,6:30,BLANK2_Run3,BLANK2_Run3_TPC,BLANK2_Run3_TPC_O2.csv,LIGHT,RUN3,1,5,1,24.5,
8/3/2025,6:09,6:30,F03,F03_TPC,F03_TPC_O2.csv,LIGHT,RUN3,0,6,1,24.5,
8/3/2025,6:09,6:30,J03,J03_TPC,J03_TPC_O2.csv,LIGHT,RUN3,0,7,1,24.5,
8/3/2025,6:09,6:30,B03,B03_TPC,B03_TPC_O2.csv,LIGHT,RUN3,0,8,1,24.5,
8/3/2025,6:09,6:30,C03,C03_TPC,C03_TPC_O2.csv,LIGHT,RUN3,0,9,1,24.5,
8/3/2025,6:09,6:30,BLANK1_Run3,BLANK1_Run3_TPC,BLANK1_Run3_TPC_O2.csv,LIGHT,RUN3,1,10,1,24.5,
8/3/2025,6:09,6:30,G05,G05_TPC,G05_TPC_O2.csv,LIGHT,RUN3,0,11,1,24.5,
8/3/2025,6:09,6:30,D03,D03_TPC,D03_TPC_O2.csv,LIGHT,RUN3,0,12,1,24.5,
8/3/2025,6:32,6:51,E03,E03_TPC,E03_TPC_O2.csv,DARK,RUN3,0,1,1,24.5,
8/3/2025,6:32,6:51,I03,I03_TPC,I03_TPC_O2.csv,DARK,RUN3,0,2,1,24.5,
8/3/2025,6:32,6:51,A03,A03_TPC,A03_TPC_O2.csv,DARK,RUN3,0,3,1,24.5,
8/3/2025,6:32,6:51,H04,H04_TPC,H04_TPC_O2.csv,DARK,RUN3,0,4,1,24.5,
8/3/2025,6:32,6:51,BLANK2_Run3,BLANK2_Run3_TPC,BLANK2_Run3_TPC_O2.csv,DARK,RUN3,1,5,1,24.5,
8/3/2025,6:32,6:51,F03,F03_TPC,F03_TPC_O2.csv,DARK,RUN3,0,6,1,24.5,
8/3/2025,6:32,6:51,J03,J03_TPC,J03_TPC_O2.csv,DARK,RUN3,0,7,1,24.5,
8/3/2025,6:32,6:51,B03,B03_TPC,B03_TPC_O2.csv,DARK,RUN3,0,8,1,24.5,
8/3/2025,6:32,6:51,C03,C03_TPC,C03_TPC_O2.csv,DARK,RUN3,0,9,1,24.5,
8/3/2025,6:32,6:51,BLANK1_Run3,BLANK1_Run3_TPC,BLANK1_Run3_TPC_O2.csv,DARK,RUN3,1,10,1,24.5,
8/3/2025,6:32,6:51,G05,G05_TPC,G05_TPC_O2.csv,DARK,RUN3,0,11,1,24.5,
8/3/2025,6:32,6:51,D03,D03_TPC,D03_TPC_O2.csv,DARK,RUN3,0,12,1,24.5,
